Day,Time,Item,Type,Price,Discount (%),Payment Method
109,5:35 PM,Ceasar Salad,Main Course,12,0,Credit Card
109,5:35 PM,Cole Slaw,Side,5,0,Credit Card
109,5:35 PM,Cole Slaw,Side,5,0,Credit Card
109,5:35 PM,Oakville Viognier (2022),Wine,40,0,Credit Card
109,5:35 PM,Oakville Viognier (2022),Wine,40,0,Credit Card
109,6:00 PM,Deluxe Burger,Main Course,18,0,Cash
109,6:00 PM,Deluxe Burger,Main Course,18,0,Cash
109,6:00 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
109,6:00 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
109,6:00 PM,White rice,Side,2,0,Cash
109,6:00 PM,White rice,Side,2,0,Cash
109,6:25 PM,Carneros Albari o (2023),Wine,36,0,Credit Card
109,6:25 PM,Carneros Albari o (2023),Wine,36,0,Credit Card
109,6:25 PM,French Fries,Side,5,0,Credit Card
109,6:25 PM,French Fries,Side,5,0,Credit Card
109,6:25 PM,Grilled Salmon,Main Course,24,0,Credit Card
110,11:05 AM,Cole Slaw,Side,5,0,Cash
110,11:05 AM,Cole Slaw,Side,5,0,Cash
110,11:05 AM,Deluxe Burger,Main Course,18,0,Cash
110,11:05 AM,Deluxe Burger,Main Course,18,0,Cash
110,11:05 AM,Diet Coke,Soft Drink,3,0,Cash
110,11:05 AM,Diet Coke,Soft Drink,3,0,Cash
110,11:30 AM,Ceasar Salad,Main Course,12,0,Credit Card
110,11:30 AM,Ceasar Salad,Main Course,12,0,Credit Card
110,11:30 AM,Lemonade,Soft Drink,3,0,Credit Card
110,11:30 AM,Lemonade,Soft Drink,3,0,Credit Card
110,11:30 AM,Steamed vegetables,Side,5,0,Credit Card
110,11:30 AM,Steamed vegetables,Side,5,0,Credit Card
110,11:55 AM,Deluxe Burger,Main Course,18,0,Cash
110,11:55 AM,Deluxe Burger,Main Course,18,0,Cash
110,11:55 AM,French Fries,Side,5,0,Cash
110,11:55 AM,French Fries,Side,5,0,Cash
110,11:55 AM,Napa Valley Moscato d'Oro (2020),Wine,25,0,Cash
110,11:55 AM,Napa Valley Moscato d'Oro (2020),Wine,25,0,Cash
110,12:20 PM,Grilled Salmon,Main Course,24,0,Credit Card
110,12:20 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
110,12:20 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
110,12:20 PM,White rice,Side,2,0,Credit Card
110,12:20 PM,White rice,Side,2,0,Credit Card
110,5:15 PM,Cole Slaw,Side,5,0,Cash
110,5:15 PM,Cole Slaw,Side,5,0,Cash
110,5:15 PM,Deluxe Burger,Main Course,18,0,Cash
110,5:15 PM,Deluxe Burger,Main Course,18,0,Cash
110,5:15 PM,Sprite,Soft Drink,3,0,Cash
110,5:15 PM,Sprite,Soft Drink,3,0,Cash
110,5:40 PM,Ceasar Salad,Main Course,12,0,Credit Card
110,5:40 PM,Ceasar Salad,Main Course,12,0,Credit Card
110,5:40 PM,Napa Valley Syrah (2021),Wine,58,0,Credit Card
110,5:40 PM,Napa Valley Syrah (2021),Wine,58,0,Credit Card
110,5:40 PM,Steamed vegetables,Side,5,0,Credit Card
110,5:40 PM,Steamed vegetables,Side,5,0,Credit Card
110,6:05 PM,Deluxe Burger,Main Course,18,0,Cash
110,6:05 PM,Deluxe Burger,Main Course,18,0,Cash
110,6:05 PM,French Fries,Side,5,0,Cash
110,6:05 PM,French Fries,Side,5,0,Cash
110,6:05 PM,Reserve Chardonnay Napa Valley (2021),Wine,55,0,Cash
110,6:05 PM,Reserve Chardonnay Napa Valley (2021),Wine,55,0,Cash
110,6:30 PM,Bread and butter,Side,2,0,Credit Card
110,6:30 PM,Bread and butter,Side,2,0,Credit Card
110,6:30 PM,Grilled Salmon,Main Course,24,0,Credit Card
110,6:30 PM,Grilled Salmon,Main Course,24,0,Credit Card
110,6:30 PM,Napa Valley Red Blend (2019),Wine,50,0,Credit Card
110,6:30 PM,Napa Valley Red Blend (2019),Wine,50,0,Credit Card
111,11:10 AM,Deluxe Burger,Main Course,18,0,Cash
111,11:10 AM,Deluxe Burger,Main Course,18,0,Cash
111,11:10 AM,French Fries,Side,5,0,Cash
111,11:10 AM,French Fries,Side,5,0,Cash
111,11:10 AM,Lemonade,Soft Drink,3,0,Cash
111,11:10 AM,Lemonade,Soft Drink,3,0,Cash
111,11:35 AM,Ceasar Salad,Main Course,12,0,Credit Card
111,11:35 AM,Ceasar Salad,Main Course,12,0,Credit Card
111,11:35 AM,Coke,Soft Drink,3,0,Credit Card
111,11:35 AM,Coke,Soft Drink,3,0,Credit Card
111,11:35 AM,White rice,Side,2,0,Credit Card
111,11:35 AM,White rice,Side,2,0,Credit Card
111,12:00 PM,Cole Slaw,Side,5,0,Cash
111,12:00 PM,Cole Slaw,Side,5,0,Cash
111,12:00 PM,Deluxe Burger,Main Course,18,0,Cash
111,12:00 PM,Deluxe Burger,Main Course,18,0,Cash
111,12:00 PM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Cash
111,12:00 PM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Cash
111,12:25 PM,Grilled Salmon,Main Course,24,0,Credit Card
111,12:25 PM,Reserve Pinot Noir Carneros (2020),Wine,60,0,Credit Card
111,12:25 PM,Reserve Pinot Noir Carneros (2020),Wine,60,0,Credit Card
111,12:25 PM,Steamed vegetables,Side,5,0,Credit Card
111,12:25 PM,Steamed vegetables,Side,5,0,Credit Card
111,5:05 PM,Deluxe Burger,Main Course,18,0,Cash
111,5:05 PM,Deluxe Burger,Main Course,18,0,Cash
111,5:05 PM,Diet Coke,Soft Drink,3,0,Cash
111,5:05 PM,Diet Coke,Soft Drink,3,0,Cash
111,5:05 PM,French Fries,Side,5,0,Cash
111,5:05 PM,French Fries,Side,5,0,Cash
111,5:30 PM,Bread and butter,Side,2,0,Credit Card
111,5:30 PM,Bread and butter,Side,2,0,Credit Card
111,5:30 PM,Ceasar Salad,Main Course,12,0,Credit Card
111,5:30 PM,Ceasar Salad,Main Course,12,0,Credit Card
111,5:30 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
111,5:30 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
111,5:55 PM,Deluxe Burger,Main Course,18,0,Cash
111,5:55 PM,Deluxe Burger,Main Course,18,0,Cash
111,5:55 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
111,5:55 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
111,5:55 PM,White rice,Side,2,0,Cash
111,5:55 PM,White rice,Side,2,0,Cash
111,6:20 PM,Cole Slaw,Side,5,0,Credit Card
111,6:20 PM,Cole Slaw,Side,5,0,Credit Card
111,6:20 PM,Grilled Salmon,Main Course,24,0,Credit Card
111,6:20 PM,Oakville Viognier (2022),Wine,40,0,Credit Card
111,6:20 PM,Oakville Viognier (2022),Wine,40,0,Credit Card
112,11:00 AM,Deluxe Burger,Main Course,18,0,Cash
112,11:00 AM,Deluxe Burger,Main Course,18,0,Cash
112,11:00 AM,French Fries,Side,5,0,Cash
112,11:00 AM,French Fries,Side,5,0,Cash
112,11:00 AM,Lemonade,Soft Drink,3,0,Cash
112,11:00 AM,Lemonade,Soft Drink,3,0,Cash
112,11:20 AM,Ceasar Salad,Main Course,12,0,Credit Card
112,11:20 AM,Ceasar Salad,Main Course,12,0,Credit Card
112,11:20 AM,Coke,Soft Drink,3,0,Credit Card
112,11:20 AM,Coke,Soft Drink,3,0,Credit Card
112,11:20 AM,Steamed vegetables,Side,5,0,Credit Card
112,11:20 AM,Steamed vegetables,Side,5,0,Credit Card
112,11:45 AM,Cole Slaw,Side,5,0,Cash
112,11:45 AM,Cole Slaw,Side,5,0,Cash
112,11:45 AM,Deluxe Burger,Main Course,18,0,Cash
112,11:45 AM,Deluxe Burger,Main Course,18,0,Cash
112,11:45 AM,Napa Valley Syrah (2021),Wine,58,0,Cash
112,11:45 AM,Napa Valley Syrah (2021),Wine,58,0,Cash
112,12:10 PM,Bread and butter,Side,2,0,Credit Card
112,12:10 PM,Bread and butter,Side,2,0,Credit Card
112,12:10 PM,Grilled Salmon,Main Course,24,0,Credit Card
112,12:10 PM,Grilled Salmon,Main Course,24,0,Credit Card
112,12:10 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
112,12:10 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
112,5:05 PM,Deluxe Burger,Main Course,18,0,Cash
112,5:05 PM,Deluxe Burger,Main Course,18,0,Cash
112,5:05 PM,French Fries,Side,5,0,Cash
112,5:05 PM,French Fries,Side,5,0,Cash
112,5:05 PM,Fruit Punch,Soft Drink,3,0,Cash
112,5:05 PM,Fruit Punch,Soft Drink,3,0,Cash
112,5:30 PM,Ceasar Salad,Main Course,12,0,Credit Card
112,5:30 PM,Ceasar Salad,Main Course,12,0,Credit Card
112,5:30 PM,Cole Slaw,Side,5,0,Credit Card
112,5:30 PM,Cole Slaw,Side,5,0,Credit Card
112,5:30 PM,Reserve Chardonnay Napa Valley (2021),Wine,55,0,Credit Card
112,5:30 PM,Reserve Chardonnay Napa Valley (2021),Wine,55,0,Credit Card
112,5:55 PM,Deluxe Burger,Main Course,18,0,Cash
112,5:55 PM,Deluxe Burger,Main Course,18,0,Cash
112,5:55 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
112,5:55 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
112,5:55 PM,White rice,Side,2,0,Cash
112,5:55 PM,White rice,Side,2,0,Cash
112,6:20 PM,French Fries,Side,5,0,Credit Card
112,6:20 PM,French Fries,Side,5,0,Credit Card
112,6:20 PM,Grilled Salmon,Main Course,24,0,Credit Card
112,6:20 PM,Grilled Salmon,Main Course,24,0,Credit Card
112,6:20 PM,Reserve Pinot Noir Carneros (2020),Wine,60,0,Credit Card
112,6:20 PM,Reserve Pinot Noir Carneros (2020),Wine,60,0,Credit Card
113,11:10 AM,Cole Slaw,Side,5,0,Cash
113,11:10 AM,Cole Slaw,Side,5,0,Cash
113,11:10 AM,Deluxe Burger,Main Course,18,0,Cash
113,11:10 AM,Deluxe Burger,Main Course,18,0,Cash
113,11:10 AM,Diet Coke,Soft Drink,3,0,Cash
113,11:10 AM,Diet Coke,Soft Drink,3,0,Cash
113,11:35 AM,Ceasar Salad,Main Course,12,0,Credit Card
113,11:35 AM,Ceasar Salad,Main Course,12,0,Credit Card
113,11:35 AM,Lemonade,Soft Drink,3,0,Credit Card
113,11:35 AM,Lemonade,Soft Drink,3,0,Credit Card
113,11:35 AM,Steamed vegetables,Side,5,0,Credit Card
113,11:35 AM,Steamed vegetables,Side,5,0,Credit Card
113,12:00 PM,Deluxe Burger,Main Course,18,0,Cash
113,12:00 PM,Deluxe Burger,Main Course,18,0,Cash
113,12:00 PM,French Fries,Side,5,0,Cash
113,12:00 PM,French Fries,Side,5,0,Cash
113,12:00 PM,Napa Valley Moscato d'Oro (2020),Wine,25,0,Cash
113,12:00 PM,Napa Valley Moscato d'Oro (2020),Wine,25,0,Cash
113,12:25 PM,Bread and butter,Side,2,0,Credit Card
113,12:25 PM,Bread and butter,Side,2,0,Credit Card
113,12:25 PM,Grilled Salmon,Main Course,24,0,Credit Card
113,12:25 PM,Grilled Salmon,Main Course,24,0,Credit Card
113,12:25 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
113,12:25 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
113,5:05 PM,Deluxe Burger,Main Course,18,0,Cash
113,5:05 PM,Deluxe Burger,Main Course,18,0,Cash
113,5:05 PM,French Fries,Side,5,0,Cash
113,5:05 PM,French Fries,Side,5,0,Cash
113,5:05 PM,Fruit Punch,Soft Drink,3,0,Cash
113,5:05 PM,Fruit Punch,Soft Drink,3,0,Cash
113,5:30 PM,Ceasar Salad,Main Course,12,0,Credit Card
113,5:30 PM,Ceasar Salad,Main Course,12,0,Credit Card
113,5:30 PM,Cole Slaw,Side,5,0,Credit Card
113,5:30 PM,Cole Slaw,Side,5,0,Credit Card
113,5:30 PM,Reserve Chardonnay Napa Valley (2021),Wine,55,0,Credit Card
113,5:30 PM,Reserve Chardonnay Napa Valley (2021),Wine,55,0,Credit Card
113,5:55 PM,Deluxe Burger,Main Course,18,0,Cash
113,5:55 PM,Deluxe Burger,Main Course,18,0,Cash
113,5:55 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
113,5:55 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
113,5:55 PM,White rice,Side,2,0,Cash
113,5:55 PM,White rice,Side,2,0,Cash
113,6:20 PM,French Fries,Side,5,0,Credit Card
113,6:20 PM,French Fries,Side,5,0,Credit Card
113,6:20 PM,Grilled Salmon,Main Course,24,0,Credit Card
113,6:20 PM,Oakville Viognier (2022),Wine,40,0,Credit Card
113,6:20 PM,Oakville Viognier (2022),Wine,40,0,Credit Card
114,11:00 AM,Deluxe Burger,Main Course,18,0,Cash
114,11:00 AM,Deluxe Burger,Main Course,18,0,Cash
114,11:00 AM,French Fries,Side,5,0,Cash
114,11:00 AM,French Fries,Side,5,0,Cash
114,11:00 AM,Lemonade,Soft Drink,3,0,Cash
114,11:00 AM,Lemonade,Soft Drink,3,0,Cash
114,11:25 AM,Ceasar Salad,Main Course,12,0,Credit Card
114,11:25 AM,Ceasar Salad,Main Course,12,0,Credit Card
114,11:25 AM,Coke,Soft Drink,3,0,Credit Card
114,11:25 AM,Coke,Soft Drink,3,0,Credit Card
114,11:25 AM,White rice,Side,2,0,Credit Card
114,11:25 AM,White rice,Side,2,0,Credit Card
114,11:50 AM,Cole Slaw,Side,5,0,Cash
114,11:50 AM,Cole Slaw,Side,5,0,Cash
114,11:50 AM,Deluxe Burger,Main Course,18,0,Cash
114,11:50 AM,Deluxe Burger,Main Course,18,0,Cash
114,11:50 AM,Napa Valley Syrah (2021),Wine,58,0,Cash
114,11:50 AM,Napa Valley Syrah (2021),Wine,58,0,Cash
114,12:15 PM,Bread and butter,Side,2,0,Credit Card
114,12:15 PM,Bread and butter,Side,2,0,Credit Card
114,12:15 PM,Grilled Salmon,Main Course,24,0,Credit Card
114,12:15 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
114,12:15 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
114,5:10 PM,Deluxe Burger,Main Course,18,0,Cash
114,5:10 PM,Deluxe Burger,Main Course,18,0,Cash
114,5:10 PM,French Fries,Side,5,0,Cash
114,5:10 PM,French Fries,Side,5,0,Cash
114,5:10 PM,Sprite,Soft Drink,3,0,Cash
114,5:10 PM,Sprite,Soft Drink,3,0,Cash
114,5:35 PM,Ceasar Salad,Main Course,12,0,Credit Card
114,5:35 PM,Ceasar Salad,Main Course,12,0,Credit Card
114,5:35 PM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Credit Card
114,5:35 PM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Credit Card
114,5:35 PM,Steamed vegetables,Side,5,0,Credit Card
114,5:35 PM,Steamed vegetables,Side,5,0,Credit Card
114,6:00 PM,Deluxe Burger,Main Course,18,0,Cash
114,6:00 PM,Deluxe Burger,Main Course,18,0,Cash
114,6:00 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
114,6:00 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
114,6:00 PM,White rice,Side,2,0,Cash
114,6:00 PM,White rice,Side,2,0,Cash
114,6:25 PM,French Fries,Side,5,0,Credit Card
114,6:25 PM,French Fries,Side,5,0,Credit Card
114,6:25 PM,Grilled Salmon,Main Course,24,0,Credit Card
114,6:25 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
114,6:25 PM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
115,11:05 AM,Coke,Soft Drink,3,0,Cash
115,11:05 AM,Coke,Soft Drink,3,0,Cash
115,11:05 AM,Coke,Soft Drink,3,0,Cash
115,11:05 AM,Deluxe Burger,Main Course,18,0,Cash
115,11:05 AM,Deluxe Burger,Main Course,18,0,Cash
115,11:05 AM,Deluxe Burger,Main Course,18,0,Cash
115,11:05 AM,French Fries,Side,5,0,Cash
115,11:05 AM,French Fries,Side,5,0,Cash
115,11:05 AM,French Fries,Side,5,0,Cash
115,11:30 AM,Ceasar Salad,Main Course,12,0,Credit Card
115,11:30 AM,Ceasar Salad,Main Course,12,0,Credit Card
115,11:30 AM,Ceasar Salad,Main Course,12,0,Credit Card
115,11:30 AM,Lemonade,Soft Drink,3,0,Credit Card
115,11:30 AM,Lemonade,Soft Drink,3,0,Credit Card
115,11:30 AM,Lemonade,Soft Drink,3,0,Credit Card
115,11:30 AM,White rice,Side,2,0,Credit Card
115,11:30 AM,White rice,Side,2,0,Credit Card
115,11:30 AM,White rice,Side,2,0,Credit Card
115,11:55 AM,Cole Slaw,Side,5,0,Cash
115,11:55 AM,Cole Slaw,Side,5,0,Cash
115,11:55 AM,Cole Slaw,Side,5,0,Cash
115,11:55 AM,Grilled Salmon,Main Course,24,0,Cash
115,11:55 AM,Grilled Salmon,Main Course,24,0,Cash
115,11:55 AM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Cash
115,11:55 AM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Cash
115,11:55 AM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Cash
115,5:10 PM,Deluxe Burger,Main Course,18,0,Credit Card
115,5:10 PM,Deluxe Burger,Main Course,18,0,Credit Card
115,5:10 PM,Deluxe Burger,Main Course,18,0,Credit Card
115,5:10 PM,Diet Coke,Soft Drink,3,0,Credit Card
115,5:10 PM,Diet Coke,Soft Drink,3,0,Credit Card
115,5:10 PM,Diet Coke,Soft Drink,3,0,Credit Card
115,5:10 PM,Steamed vegetables,Side,5,0,Credit Card
115,5:10 PM,Steamed vegetables,Side,5,0,Credit Card
115,5:10 PM,Steamed vegetables,Side,5,0,Credit Card
115,5:35 PM,Ceasar Salad,Main Course,12,0,Cash
115,5:35 PM,Ceasar Salad,Main Course,12,0,Cash
115,5:35 PM,Ceasar Salad,Main Course,12,0,Cash
115,5:35 PM,French Fries,Side,5,0,Cash
115,5:35 PM,French Fries,Side,5,0,Cash
115,5:35 PM,French Fries,Side,5,0,Cash
115,5:35 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
115,5:35 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
115,5:35 PM,Napa Valley Red Blend (2019),Wine,50,0,Cash
116,11:00 AM,Bread and butter,Side,2,0,Cash
116,11:00 AM,Bread and butter,Side,2,0,Cash
116,11:00 AM,Bread and butter,Side,2,0,Cash
116,11:00 AM,Deluxe Burger,Main Course,18,0,Cash
116,11:00 AM,Deluxe Burger,Main Course,18,0,Cash
116,11:00 AM,Deluxe Burger,Main Course,18,0,Cash
116,11:00 AM,Sprite,Soft Drink,3,0,Cash
116,11:00 AM,Sprite,Soft Drink,3,0,Cash
116,11:00 AM,Sprite,Soft Drink,3,0,Cash
116,11:25 AM,Ceasar Salad,Main Course,12,0,Credit Card
116,11:25 AM,Ceasar Salad,Main Course,12,0,Credit Card
116,11:25 AM,Ceasar Salad,Main Course,12,0,Credit Card
116,11:25 AM,Cole Slaw,Side,5,0,Credit Card
116,11:25 AM,Cole Slaw,Side,5,0,Credit Card
116,11:25 AM,Cole Slaw,Side,5,0,Credit Card
116,11:25 AM,Reserve Pinot Noir Carneros (2020),Wine,60,0,Credit Card
116,11:25 AM,Reserve Pinot Noir Carneros (2020),Wine,60,0,Credit Card
116,11:25 AM,Reserve Pinot Noir Carneros (2020),Wine,60,0,Credit Card
116,11:50 AM,Deluxe Burger,Main Course,18,0,Cash
116,11:50 AM,Deluxe Burger,Main Course,18,0,Cash
116,11:50 AM,Deluxe Burger,Main Course,18,0,Cash
116,11:50 AM,French Fries,Side,5,0,Cash
116,11:50 AM,French Fries,Side,5,0,Cash
116,11:50 AM,French Fries,Side,5,0,Cash
116,11:50 AM,Lemonade,Soft Drink,3,0,Cash
116,11:50 AM,Lemonade,Soft Drink,3,0,Cash
116,11:50 AM,Lemonade,Soft Drink,3,0,Cash
116,5:05 PM,Ceasar Salad,Main Course,12,0,Credit Card
116,5:05 PM,Ceasar Salad,Main Course,12,0,Credit Card
116,5:05 PM,Ceasar Salad,Main Course,12,0,Credit Card
116,5:05 PM,Napa Valley Moscato d'Oro (2020),Wine,25,0,Credit Card
116,5:05 PM,Napa Valley Moscato d'Oro (2020),Wine,25,0,Credit Card
116,5:05 PM,Napa Valley Moscato d'Oro (2020),Wine,25,0,Credit Card
116,5:05 PM,White rice,Side,2,0,Credit Card
116,5:05 PM,White rice,Side,2,0,Credit Card
116,5:05 PM,White rice,Side,2,0,Credit Card
116,5:30 PM,Cole Slaw,Side,5,0,Cash
116,5:30 PM,Cole Slaw,Side,5,0,Cash
116,5:30 PM,Cole Slaw,Side,5,0,Cash
116,5:30 PM,Deluxe Burger,Main Course,18,0,Cash
116,5:30 PM,Deluxe Burger,Main Course,18,0,Cash
116,5:30 PM,Deluxe Burger,Main Course,18,0,Cash
116,5:30 PM,Diet Coke,Soft Drink,3,0,Cash
116,5:30 PM,Diet Coke,Soft Drink,3,0,Cash
116,5:30 PM,Diet Coke,Soft Drink,3,0,Cash
117,11:10 AM,Ceasar Salad,Main Course,12,0,Credit Card
117,11:10 AM,Ceasar Salad,Main Course,12,0,Credit Card
117,11:10 AM,Ceasar Salad,Main Course,12,0,Credit Card
117,11:10 AM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
117,11:10 AM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
117,11:10 AM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
117,11:10 AM,Steamed vegetables,Side,5,0,Credit Card
117,11:10 AM,Steamed vegetables,Side,5,0,Credit Card
117,11:10 AM,Steamed vegetables,Side,5,0,Credit Card
117,11:35 AM,Deluxe Burger,Main Course,18,0,Cash
117,11:35 AM,Deluxe Burger,Main Course,18,0,Cash
117,11:35 AM,Deluxe Burger,Main Course,18,0,Cash
117,11:35 AM,French Fries,Side,5,0,Cash
117,11:35 AM,French Fries,Side,5,0,Cash
117,11:35 AM,French Fries,Side,5,0,Cash
117,11:35 AM,Sprite,Soft Drink,3,0,Cash
117,11:35 AM,Sprite,Soft Drink,3,0,Cash
117,11:35 AM,Sprite,Soft Drink,3,0,Cash
117,12:00 PM,Bread and butter,Side,2,0,Credit Card
117,12:00 PM,Bread and butter,Side,2,0,Credit Card
117,12:00 PM,Bread and butter,Side,2,0,Credit Card
117,12:00 PM,Ceasar Salad,Main Course,12,0,Credit Card
117,12:00 PM,Ceasar Salad,Main Course,12,0,Credit Card
117,12:00 PM,Ceasar Salad,Main Course,12,0,Credit Card
117,12:00 PM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Credit Card
117,12:00 PM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Credit Card
117,12:00 PM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Credit Card
117,5:05 PM,Coke,Soft Drink,3,0,Cash
117,5:05 PM,Coke,Soft Drink,3,0,Cash
117,5:05 PM,Coke,Soft Drink,3,0,Cash
117,5:05 PM,Cole Slaw,Side,5,0,Cash
117,5:05 PM,Cole Slaw,Side,5,0,Cash
117,5:05 PM,Cole Slaw,Side,5,0,Cash
117,5:05 PM,Deluxe Burger,Main Course,18,0,Cash
117,5:05 PM,Deluxe Burger,Main Course,18,0,Cash
117,5:05 PM,Deluxe Burger,Main Course,18,0,Cash
117,5:30 PM,Ceasar Salad,Main Course,12,0,Credit Card
117,5:30 PM,Ceasar Salad,Main Course,12,0,Credit Card
117,5:30 PM,Ceasar Salad,Main Course,12,0,Credit Card
117,5:30 PM,Napa Valley Red Blend (2019),Wine,50,0,Credit Card
117,5:30 PM,Napa Valley Red Blend (2019),Wine,50,0,Credit Card
117,5:30 PM,Napa Valley Red Blend (2019),Wine,50,0,Credit Card
117,5:30 PM,White rice,Side,2,0,Credit Card
117,5:30 PM,White rice,Side,2,0,Credit Card
117,5:30 PM,White rice,Side,2,0,Credit Card
118,11:00 AM,Deluxe Burger,Main Course,18,0,Cash
118,11:00 AM,Deluxe Burger,Main Course,18,0,Cash
118,11:00 AM,Deluxe Burger,Main Course,18,0,Cash
118,11:00 AM,French Fries,Side,5,0,Cash
118,11:00 AM,French Fries,Side,5,0,Cash
118,11:00 AM,French Fries,Side,5,0,Cash
118,11:00 AM,Lemonade,Soft Drink,3,0,Cash
118,11:00 AM,Lemonade,Soft Drink,3,0,Cash
118,11:00 AM,Lemonade,Soft Drink,3,0,Cash
118,11:25 AM,Ceasar Salad,Main Course,12,0,Credit Card
118,11:25 AM,Ceasar Salad,Main Course,12,0,Credit Card
118,11:25 AM,Ceasar Salad,Main Course,12,0,Credit Card
118,11:25 AM,Cole Slaw,Side,5,0,Credit Card
118,11:25 AM,Cole Slaw,Side,5,0,Credit Card
118,11:25 AM,Cole Slaw,Side,5,0,Credit Card
118,11:25 AM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
118,11:25 AM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
118,11:25 AM,Napa Valley Red Blend (2021),Wine,50,0,Credit Card
118,11:50 AM,Deluxe Burger,Main Course,18,0,Cash
118,11:50 AM,Deluxe Burger,Main Course,18,0,Cash
118,11:50 AM,Deluxe Burger,Main Course,18,0,Cash
118,11:50 AM,Sprite,Soft Drink,3,0,Cash
118,11:50 AM,Sprite,Soft Drink,3,0,Cash
118,11:50 AM,Sprite,Soft Drink,3,0,Cash
118,11:50 AM,Steamed vegetables,Side,5,0,Cash
118,11:50 AM,Steamed vegetables,Side,5,0,Cash
118,11:50 AM,Steamed vegetables,Side,5,0,Cash
118,5:05 PM,Ceasar Salad,Main Course,12,0,Credit Card
118,5:05 PM,Ceasar Salad,Main Course,12,0,Credit Card
118,5:05 PM,Ceasar Salad,Main Course,12,0,Credit Card
118,5:05 PM,Napa Valley Moscato d'Oro (2020),Wine,25,0,Credit Card
118,5:05 PM,Napa Valley Moscato d'Oro (2020),Wine,25,0,Credit Card
118,5:05 PM,Napa Valley Moscato d'Oro (2020),Wine,25,0,Credit Card
118,5:05 PM,White rice,Side,2,0,Credit Card
118,5:05 PM,White rice,Side,2,0,Credit Card
118,5:05 PM,White rice,Side,2,0,Credit Card
118,5:30 PM,Cole Slaw,Side,5,0,Cash
118,5:30 PM,Cole Slaw,Side,5,0,Cash
118,5:30 PM,Cole Slaw,Side,5,0,Cash
118,5:30 PM,Deluxe Burger,Main Course,18,0,Cash
118,5:30 PM,Deluxe Burger,Main Course,18,0,Cash
118,5:30 PM,Deluxe Burger,Main Course,18,0,Cash
118,5:30 PM,Diet Coke,Soft Drink,3,0,Cash
118,5:30 PM,Diet Coke,Soft Drink,3,0,Cash
118,5:30 PM,Diet Coke,Soft Drink,3,0,Cash
119,11:15 AM,French Fries,Side,5,0,Credit Card
119,11:15 AM,French Fries,Side,5,0,Credit Card
119,11:15 AM,French Fries,Side,5,0,Credit Card
119,11:15 AM,Grilled Salmon,Main Course,24,0,Credit Card
119,11:15 AM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Credit Card
119,11:15 AM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Credit Card
119,11:15 AM,Napa Valley Sauvignon Blanc (2022),Wine,50,0,Credit Card
119,11:40 AM,Coke,Soft Drink,3,0,Cash
119,11:40 AM,Coke,Soft Drink,3,0,Cash
119,11:40 AM,Coke,Soft Drink,3,0,Cash
119,11:40 AM,Cole Slaw,Side,5,0,Cash
119,11:40 AM,Cole Slaw,Side,5,0,Cash
119,11:40 AM,Cole Slaw,Side,5,0,Cash
119,11:40 AM,Deluxe Burger,Main Course,18,0,Cash
119,11:40 AM,Deluxe Burger,Main Course,18,0,Cash
